song_name,total_streams,daily_streams,album_name,album_id,release_date,track_number,id,explicit,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms,energy_y,danceability_y,loudness_y,speechiness_y,tempo_y,valence_y,duration_ms_y
We Were Happy (Taylor's Version) (From The Vault),55848597,65007,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,9/04/2021,23,34V9RiEPe8MNdU32qJsJa1,FALSE,spotify:track:34V9RiEPe8MNdU32qJsJa1,0.849,0.609,0.373,0,0.0779,-8.819,0.0263,106.007,0.13,68,244236,0.306490385,0.559633028,0.568744929,0.003599955,0.269207007,0.10225265,0.303871658
Girl At Home (Taylor's Version),54920631,58127,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,12/11/2021,19,0DMVrlMUn01M0IcpDbwgu7,FALSE,spotify:track:0DMVrlMUn01M0IcpDbwgu7,0.00955,0.691,0.736,1.88E-05,0.101,-6.974,0.0326,125.089,0.612,68,220520,0.742788462,0.685015291,0.683891905,0.010687366,0.404712365,0.634496466,0.259105315
Treacherous,54694661,7946,Red,523543fewrgQEFQ34gergerhrh,22/10/2012,3,5kYFVSQoPu7yRpfiHBwMUk,FALSE,spotify:track:5kYFVSQoPu7yRpfiHBwMUk,0.101,0.705,0.621,4.30E-06,0.147,-8.086,0.0334,109.993,0.395,41,240773,0.604567308,0.706422018,0.614491668,0.011587355,0.297512445,0.394876325,0.297334896
Holy Ground,53801106,8058,Red,523543fewrgQEFQ34gergerhrh,22/10/2012,11,1fGsZsIkQkOspfsT24nQP6,FALSE,spotify:track:1fGsZsIkQkOspfsT24nQP6,0.0162,0.627,0.816,0.00208,0.0966,-6.698,0.0774,157.043,0.648,40,201853,0.838942308,0.587155963,0.701117144,0.061086736,0.631624545,0.674249117,0.223869469
Tell Me Why (Taylor's Version),53443734,73083,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,9/04/2021,8,0k0vFacOHNuArLWMiH60p7,FALSE,spotify:track:0k0vFacOHNuArLWMiH60p7,0.0222,0.578,0.909,0,0.333,-3.669,0.0628,100.023,0.541,68,200575,0.950721154,0.512232416,0.890157898,0.044661942,0.226713345,0.556095406,0.221457115
Forever & Always,52889811,13122,Fearless,5eyZZoQEFQ34gergerhrh,11/11/2008,11,47HtKpfzpAt8rQjjXWotFj,FALSE,spotify:track:47HtKpfzpAt8rQjjXWotFj,0.0752,0.608,0.821,0,0.11,-4.985,0.0576,128.042,0.544,49,225320,0.844951923,0.558103976,0.808025963,0.038812015,0.425682249,0.559408127,0.268165799
Untouchable (Taylor's Version),52772261,70958,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,9/04/2021,15,0tQ9vBYpldCuikPsbgOVKA,FALSE,spotify:track:0tQ9vBYpldCuikPsbgOVKA,0.0181,0.393,0.531,0,0.169,-6.112,0.0329,200.391,0.224,69,312107,0.496394231,0.229357798,0.737689571,0.011024862,0.939447952,0.206051237,0.43198502
Jump Then Fall (Taylor's Version),52114781,67294,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,9/04/2021,14,2m3ObD945KvpE5y9A1eUWm,FALSE,spotify:track:2m3ObD945KvpE5y9A1eUWm,0.0474,0.572,0.69,0,0.0897,-6.201,0.0358,160.111,0.624,69,237580,0.6875,0.503058104,0.732135056,0.014287321,0.653411068,0.64774735,0.291307787
Bye Bye Baby (Taylor's Version) (From The Vault),51990209,62529,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,9/04/2021,26,4qUijfYU8EoIWiY6oSyrgT,FALSE,spotify:track:4qUijfYU8EoIWiY6oSyrgT,0.334,0.624,0.624,0,0.0995,-7.86,0.0539,80.132,0.527,68,242157,0.608173077,0.582568807,0.628596393,0.034649567,0.085463106,0.540636042,0.299947336
Mine - POP Mix,51419098,10439,Speak Now,34htrbhergrgerhrh,25/10/2010,20,0fAbfDiuQiUwV7FUcFfRGY,FALSE,spotify:track:0fAbfDiuQiUwV7FUcFfRGY,0.00727,0.695,0.723,1.20E-06,0.1,-3.806,0.0285,121.011,0.679,45,230333,0.727163462,0.691131498,0.881607689,0.006074924,0.375753616,0.708480565,0.277628343
Innocent,51323307,10613,Speak Now,34htrbhergrgerhrh,25/10/2010,11,5GPwN5iZ9ZMSXAkppj4Uvv,FALSE,spotify:track:5GPwN5iZ9ZMSXAkppj4Uvv,0.186,0.552,0.608,0,0.125,-5.29,0.0259,134.05,0.17,46,302253,0.588942308,0.472477064,0.788990826,0.003149961,0.46834634,0.146422261,0.413384601
Bad Blood (feat. Kendrick Lamar) (Taylor's Version),50301617,219687,1989 (Taylor's Version),1o59UpKw81iHR0HPiSkJR0,27/10/2023,22,6qAcApH8obo8eqatCKUHd9,FALSE,spotify:track:6qAcApH8obo8eqatCKUHd9,0.0104,0.602,0.648,0,0.217,-6.905,0.103,170.091,0.174,78,199773,0.637019231,0.548929664,0.688198215,0.089886376,0.72428118,0.150839223,0.219943259
Today Was A Fairytale (Taylor's Version),49738292,64174,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,9/04/2021,20,2JoJrsEV15OzbijS47lids,FALSE,spotify:track:2JoJrsEV15OzbijS47lids,0.0135,0.482,0.779,0,0.296,-5.025,0.0409,158.162,0.328,68,241822,0.794471154,0.365443425,0.805529551,0.02002475,0.639570803,0.320892226,0.29931499
State Of Grace (Acoustic Version) (Taylor's Version),49343352,51463,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,12/11/2021,20,5jAIouBES8LWMiriuNq170,FALSE,spotify:track:5jAIouBES8LWMiriuNq170,0.663,0.445,0.131,1.57E-06,0.108,-13.778,0.0564,208.918,0.101,67,321640,0.015625,0.308868502,0.259252325,0.037462032,1,0.070229682,0.44997952
Never Grow Up (Taylor's Version),49256842,103078,Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,7/07/2023,8,2EFZ9emtKWEglWUQGEQ3P9,FALSE,spotify:track:2EFZ9emtKWEglWUQGEQ3P9,0.851,0.685,0.323,0,0.198,-7.103,0.0289,125.058,0.569,72,292920,0.246394231,0.675840979,0.675840979,0.006524918,0.404492228,0.587014134,0.395767621
The Best Day (Taylor's Version),48578381,58495,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,9/04/2021,12,6ON9UuIq49xXY9GPmHIYRp,FALSE,spotify:track:6ON9UuIq49xXY9GPmHIYRp,0.488,0.642,0.576,0,0.159,-8.524,0.0282,125,0.469,68,245290,0.550480769,0.610091743,0.587155963,0.005737428,0.404080357,0.476590106,0.30586119
Hey Stephen,48457298,12449,Fearless,5eyZZoQEFQ34gergerhrh,11/11/2008,4,4WXzzCof26KJLTK5kK53dS,FALSE,spotify:track:4WXzzCof26KJLTK5kK53dS,0.194,0.841,0.544,2.48E-06,0.108,-7.347,0.0309,115.994,0.831,49,254306,0.512019231,0.914373089,0.660612869,0.00877489,0.340126828,0.876325088,0.322879799
Forever & Always (Piano Version) (Taylor's Version),48417821,60606,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,9/04/2021,16,01QdEx6kFr78ZejhQtWR5m,FALSE,spotify:track:01QdEx6kFr78ZejhQtWR5m,0.819,0.546,0.273,0,0.137,-9.208,0.0308,118.753,0.271,68,267833,0.186298077,0.463302752,0.544467328,0.008662392,0.359719076,0.25795053,0.348413377
I'm Only Me When I'm With You,48246745,47066,Taylor Swift,5eyZZoQEFQWRHkV2xgAeBw,24/10/2006,12,0JIdBrXGSJXS72zjF9ss9u,FALSE,spotify:track:0JIdBrXGSJXS72zjF9ss9u,0.00452,0.563,0.934,0.000807,0.103,-3.629,0.0646,143.964,0.518,62,213053,0.980769231,0.489296636,0.892654309,0.046686916,0.538747772,0.53069788,0.245010599
Sparks Fly (Taylor's Version),46971856,248678,Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,7/07/2023,2,3MytWN8L7shNYzGl4tAKRp,FALSE,spotify:track:3MytWN8L7shNYzGl4tAKRp,0.0251,0.588,0.758,0,0.131,-2.347,0.0305,114.991,0.387,78,261230,0.769230769,0.527522936,0.972664295,0.008324896,0.33300431,0.386042403,0.335949548
Ours (Taylor's Version),46971856,112712,Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,7/07/2023,15,3yNJkriPzWjkkDAWHIAVUq,FALSE,spotify:track:3yNJkriPzWjkkDAWHIAVUq,0.449,0.535,0.488,0,0.111,-8.261,0.0278,159.813,0.348,72,235803,0.444711538,0.44648318,0.603569868,0.005287434,0.651294906,0.342977032,0.28795352
You're Not Sorry,45578626,10616,Fearless,5eyZZoQEFQ34gergerhrh,11/11/2008,9,0HmCuN0Z3OX1Qrz43FLOPL,FALSE,spotify:track:0HmCuN0Z3OX1Qrz43FLOPL,0.146,0.475,0.452,1.36E-06,0.108,-4.134,0.027,133.959,0.276,47,261786,0.401442308,0.354740061,0.861137115,0.004387445,0.46770013,0.263471731,0.336999054
The Lucky One,43436858,6380,Red,523543fewrgQEFQ34gergerhrh,22/10/2012,13,2X2J0BhxaLTmnxO4pPUhSd,FALSE,spotify:track:2X2J0BhxaLTmnxO4pPUhSd,0.0371,0.706,0.499,0,0.132,-7.675,0.0369,117.937,0.545,39,240133,0.457932692,0.70795107,0.640142295,0.015524806,0.353924486,0.560512367,0.296126832
If This Was A Movie,43129825,11458,Speak Now,34htrbhergrgerhrh,25/10/2010,16,0vvt4IZOMkRug195S4MUq0,FALSE,spotify:track:0vvt4IZOMkRug195S4MUq0,0.166,0.511,0.719,4.54E-06,0.34,-3.457,0.0265,147.852,0.289,49,234546,0.722355769,0.409785933,0.903388878,0.003824952,0.56635729,0.277826855,0.285580805
Starlight,43093816,7332,Red,523543fewrgQEFQ34gergerhrh,22/10/2012,15,7MecVsMj22MneZt7kVFaCr,FALSE,spotify:track:7MecVsMj22MneZt7kVFaCr,0.0213,0.649,0.777,0.000335,0.221,-5.804,0.0406,126.018,0.587,39,217826,0.792067308,0.620795107,0.756911939,0.019687254,0.411309393,0.606890459,0.254020118
Mary's Song (Oh My My My),42757349,44304,Taylor Swift,5eyZZoQEFQWRHkV2xgAeBw,24/10/2006,10,2QrQCMel6v2JiLxqrg4p2O,FALSE,spotify:track:2QrQCMel6v2JiLxqrg4p2O,0.0177,0.403,0.627,0,0.182,-5.28,0.0292,74.9,0.374,61,213080,0.611778846,0.244648318,0.789614929,0.006862414,0.048309556,0.371687279,0.245061564
Come Back...Be Here,41945607,7222,Red,523543fewrgQEFQ34gergerhrh,22/10/2012,18,4qyalTRMRH5YuEntvvMvq0,FALSE,spotify:track:4qyalTRMRH5YuEntvvMvq0,0.00471,0.483,0.548,2.01E-06,0.0997,-6.291,0.0254,79.926,0.217,45,222706,0.516826923,0.366972477,0.72651813,0.002587468,0.084000256,0.198321555,0.263231611
Change (Taylor's Version),41698829,48587,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,9/04/2021,13,3ExweHKZF9B752DPQByRVT,FALSE,spotify:track:3ExweHKZF9B752DPQByRVT,0.000191,0.499,0.815,0,0.181,-4.063,0.0341,95.999,0.344,66,279359,0.837740385,0.391437309,0.865568246,0.012374845,0.198138062,0.338560071,0.370169865
Innocent (Taylor's Version),41469542,78734,Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,7/07/2023,11,12nBPF4Rh4XLFJV0YLN7uj,FALSE,spotify:track:12nBPF4Rh4XLFJV0YLN7uj,0.101,0.522,0.598,0,0.152,-5.327,0.0284,133.627,0.149,70,301221,0.576923077,0.426605505,0.786681645,0.005962425,0.465342527,0.123233216,0.411436596
Ronan (Taylor's Version),41026110,45837,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,12/11/2021,21,7nWui6jiMM2m9qFmET1Mtj,FALSE,spotify:track:7nWui6jiMM2m9qFmET1Mtj,0.661,0.623,0.279,0,0.193,-10.802,0.031,116.04,0.38,65,264253,0.193509615,0.581039755,0.444985334,0.008887389,0.340453484,0.378312721,0.341655766
Cold As You,40584325,43555,Taylor Swift,5eyZZoQEFQWRHkV2xgAeBw,24/10/2006,5,7an1exwMnfYRcdVQm0yDev,FALSE,spotify:track:7an1exwMnfYRcdVQm0yDev,0.217,0.418,0.482,0,0.123,-5.769,0.0266,175.558,0.261,60,239013,0.4375,0.267584098,0.759096299,0.003937451,0.763103514,0.246908127,0.294012719
Sad Beautiful Tragic,39357653,5476,Red,523543fewrgQEFQ34gergerhrh,22/10/2012,12,6LKjHhOW1az75pCQ9XJJtF,FALSE,spotify:track:6LKjHhOW1az75pCQ9XJJtF,0.632,0.624,0.34,0.0337,0.121,-12.411,0.029,129.987,0.261,38,283680,0.266826923,0.582568807,0.344567185,0.006637417,0.43949411,0.246908127,0.378326189
A Place in this World,39207205,42154,Taylor Swift,5eyZZoQEFQWRHkV2xgAeBw,24/10/2006,4,73OX8GdpOeGzKC6OvGSbsv,FALSE,spotify:track:73OX8GdpOeGzKC6OvGSbsv,0.051,0.576,0.777,0,0.32,-2.881,0.0324,115.028,0.428,60,199200,0.792067308,0.509174312,0.939337203,0.010462369,0.333267055,0.431316254,0.218861663
The Best Day,39077264,12136,Fearless,5eyZZoQEFQ34gergerhrh,11/11/2008,12,3esA216TyLHEkNiBCeCmcg,FALSE,spotify:track:3esA216TyLHEkNiBCeCmcg,0.647,0.666,0.434,1.95E-06,0.124,-8.543,0.0289,126.084,0.396,48,245333,0.379807692,0.646788991,0.585970168,0.006524918,0.411778073,0.395980565,0.305942356
Come In With The Rain (Taylor's Version),37985804,47330,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,9/04/2021,17,1n2wszmJyVkw6FHqyLnQsY,FALSE,spotify:track:1n2wszmJyVkw6FHqyLnQsY,0.0406,0.476,0.564,0,0.102,-5.677,0.0269,143.929,0.167,66,237338,0.536057692,0.356269113,0.764838045,0.004274947,0.53849923,0.143109541,0.290850987
Superman (Taylor's Version),35064149,69411,Speak Now (Taylor's Version),5AEDGbliTTfjOB8TSm1sxt,7/07/2023,16,4evLyY5Ue1Wesc61t2KXAU,FALSE,spotify:track:4evLyY5Ue1Wesc61t2KXAU,0.0031,0.533,0.742,0,0.108,-3.473,0.0303,131.93,0.356,69,274945,0.75,0.443425076,0.902390314,0.008099899,0.453291768,0.351810954,0.361837995
Superstar (Taylor's Version),34154021,40290,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH,9/04/2021,18,51A8eKvvZz9uydvIZ7xRSV,FALSE,spotify:track:51A8eKvvZz9uydvIZ7xRSV,0.157,0.454,0.555,0,0.343,-6.69,0.0283,171.862,0.171,65,263865,0.525240385,0.322629969,0.701616426,0.005849927,0.736857429,0.147526502,0.340923377
Invisible,33176810,33313,Taylor Swift,5eyZZoQEFQWRHkV2xgAeBw,24/10/2006,13,5OOd01o2YS1QFwdpVLds3r,FALSE,spotify:track:5OOd01o2YS1QFwdpVLds3r,0.637,0.612,0.394,0,0.147,-5.723,0.0243,96.001,0.233,58,203226,0.331730769,0.564220183,0.761967172,0.001349983,0.198152264,0.215989399,0.226461145
Stay Beautiful,33105527,32996,Taylor Swift,5eyZZoQEFQWRHkV2xgAeBw,24/10/2006,8,2ZoOmCSgj0ypVAmGd1ve4y,FALSE,spotify:track:2ZoOmCSgj0ypVAmGd1ve4y,0.0868,0.594,0.629,0,0.137,-4.919,0.0246,131.597,0.504,59,236053,0.614182692,0.536697248,0.812145042,0.001687479,0.450927063,0.515238516,0.28842542
The Moment I Knew,31732863,3697,Red,523543fewrgQEFQ34gergerhrh,22/10/2012,17,5AsmAjBSSQjRPWgAYIp8tm,FALSE,spotify:track:5AsmAjBSSQjRPWgAYIp8tm,0.187,0.62,0.506,1.47E-05,0.102,-7.327,0.0312,126.015,0.275,41,285560,0.466346154,0.576452599,0.661861075,0.009112386,0.411288089,0.262367491,0.381874878
Tied Together with a Smile,31567495,33957,Taylor Swift,5eyZZoQEFQWRHkV2xgAeBw,24/10/2006,7,6K0CJLVXqbGMeJSmJ4ENKK,FALSE,spotify:track:6K0CJLVXqbGMeJSmJ4ENKK,0.525,0.479,0.578,0,0.0841,-4.963,0.0294,146.165,0.192,59,248106,0.552884615,0.360856269,0.809398989,0.007087411,0.554377543,0.170715548,0.311176674
Teardrops on My Guitar - Pop Version,31513334,34712,Taylor Swift,5eyZZoQEFQWRHkV2xgAeBw,24/10/2006,15,4pJi1rVt9GNegU9kywjg4z,FALSE,spotify:track:4pJi1rVt9GNegU9kywjg4z,0.0402,0.459,0.753,0,0.0863,-3.827,0.0537,199.997,0.483,57,179066,0.763221154,0.330275229,0.880297073,0.03442457,0.936650073,0.49204947,0.180856707
Tell Me Why,30911086,8471,Fearless,5eyZZoQEFQ34gergerhrh,11/11/2008,8,3rnI1UCyGJvUTVvT97VQr5,FALSE,spotify:track:3rnI1UCyGJvUTVvT97VQr5,0.0571,0.604,0.855,3.65E-06,0.343,-3.097,0.038,99.96,0.51,45,200546,0.885817308,0.551987768,0.925856581,0.01676229,0.226265969,0.521863958,0.221402374
The Outside,28233133,35331,Taylor Swift,5eyZZoQEFQWRHkV2xgAeBw,24/10/2006,6,2QA3IixpRcKyOdG7XDzRgv,FALSE,spotify:track:2QA3IixpRcKyOdG7XDzRgv,0.00491,0.589,0.805,0,0.24,-4.055,0.0293,112.982,0.591,59,207106,0.825721154,0.529051988,0.866067528,0.006974913,0.318737972,0.61130742,0.233785036
Forever & Always - Piano Version,26886858,6040,Fearless,5eyZZoQEFQ34gergerhrh,11/11/2008,3,46HGgtwmmuEB8mvDCyjyAc,FALSE,spotify:track:46HGgtwmmuEB8mvDCyjyAc,0.852,0.592,0.16,0,0.116,-10.785,0.0347,118.929,0.294,45,267506,0.050480769,0.533639144,0.446046308,0.013049837,0.36096889,0.283348057,0.347796132
Change,26569208,7531,Fearless,5eyZZoQEFQ34gergerhrh,11/11/2008,13,1yACRKAwlXWhXXFUSkvzhD,FALSE,spotify:track:1yACRKAwlXWhXXFUSkvzhD,0.00408,0.541,0.77,0,0.117,-4.17,0.0354,96.013,0.215,43,280240,0.783653846,0.455657492,0.858890345,0.013837327,0.198237479,0.196113074,0.371832842
Superman,25326116,5530,Speak Now,34htrbhergrgerhrh,25/10/2010,17,2R7C9dDqv1UPycvepBFziA,FALSE,spotify:track:2R7C9dDqv1UPycvepBFziA,0.0268,0.582,0.765,1.95E-06,0.103,-3.648,0.0324,131.982,0.559,45,275960,0.777644231,0.518348624,0.891468514,0.010462369,0.453661031,0.575971731,0.36375391
Jump Then Fall,25096940,6653,Fearless,5eyZZoQEFQ34gergerhrh,11/11/2008,1,08gavXombT6KR0af88i9tA,FALSE,spotify:track:08gavXombT6KR0af88i9tA,0.111,0.618,0.687,0,0.0693,-5.737,0.0271,79.991,0.82,45,237066,0.683894231,0.573394495,0.761093428,0.004499944,0.084461835,0.864178445,0.29033756
A Perfectly Good Heart,24278760,26557,Taylor Swift,5eyZZoQEFQWRHkV2xgAeBw,24/10/2006,14,1spLfUJxtyVyiKKTegQ2r4,FALSE,spotify:track:1spLfUJxtyVyiKKTegQ2r4,0.00349,0.483,0.751,0,0.128,-5.726,0.0365,156.092,0.268,57,220146,0.760817308,0.366972477,0.761779941,0.015074812,0.624871291,0.254637809,0.258399352
Haunted - Acoustic Version,23685966,10764,Speak Now,34htrbhergrgerhrh,25/10/2010,19,62rlxI6g2PNaWsHoiRryto,FALSE,spotify:track:62rlxI6g2PNaWsHoiRryto,0.842,0.563,0.443,0,0.293,-5.078,0.0247,80.962,0.313,49,217613,0.390625,0.489296636,0.802221806,0.001799978,0.091357113,0.304328622,0.253618059
State Of Grace - Acoustic,23662128,3173,Red,523543fewrgQEFQ34gergerhrh,22/10/2012,22,5G9AVKld9q7DCrmoY42raf,FALSE,spotify:track:5G9AVKld9q7DCrmoY42raf,0.664,0.626,0.118,0.000169,0.127,-15.91,0.0305,105.597,0.0682,40,323080,0,0.585626911,0.126193597,0.008324896,0.26629551,0.034010601,0.452697665
Girl At Home,22822264,3147,Red,523543fewrgQEFQ34gergerhrh,22/10/2012,19,6cf6rLb8qcklvJv90W6HCW,FALSE,spotify:track:6cf6rLb8qcklvJv90W6HCW,0.272,0.733,0.59,0,0.136,-5.86,0.0284,125.048,0.633,39,220320,0.567307692,0.749235474,0.753416963,0.005962425,0.404421216,0.657685512,0.258727795
Untouchable,22324250,7084,Fearless,5eyZZoQEFQ34gergerhrh,11/11/2008,2,2IZ00ed83ygPIiacYScWUE,FALSE,spotify:track:2IZ00ed83ygPIiacYScWUE,0.0583,0.419,0.454,3.78E-06,0.0974,-6.809,0.0335,200.017,0.288,45,311040,0.403846154,0.26911315,0.694189602,0.011699854,0.936792098,0.276722615,0.42997095
Red - Original Demo Recording,17435415,2926,Red,523543fewrgQEFQ34gergerhrh,22/10/2012,21,4mqgn90sCeVSYqcoftTQTd,FALSE,spotify:track:4mqgn90sCeVSYqcoftTQTd,0.113,0.678,0.902,0.000235,0.0722,-4.659,0.0358,124.998,0.637,38,226280,0.942307692,0.665137615,0.828371716,0.014287321,0.404066155,0.662102473,0.269977896
Come In With The Rain,16501786,5171,Fearless,5eyZZoQEFQ34gergerhrh,11/11/2008,4,4pl5zcqCv4vc3cB7M4MZ6f,FALSE,spotify:track:4pl5zcqCv4vc3cB7M4MZ6f,0.0868,0.527,0.475,4.34E-06,0.248,-6.205,0.0258,143.962,0.224,44,238106,0.429086538,0.434250765,0.731885415,0.003037462,0.53873357,0.206051237,0.292300665
Treacherous - Original Demo Recording,16466840,2093,Red,523543fewrgQEFQ34gergerhrh,22/10/2012,20,7BT9K9BDqq6HI2oWH5UMZQ,FALSE,spotify:track:7BT9K9BDqq6HI2oWH5UMZQ,0.175,0.828,0.64,6.14E-05,0.0996,-8.248,0.0355,109.993,0.519,37,239720,0.627403846,0.894495413,0.604381202,0.013949826,0.297512445,0.53180212,0.295347253
The Other Side Of The Door,14734191,5161,Fearless,5eyZZoQEFQ34gergerhrh,11/11/2008,6,0xvsgzM8AtBtRHZm5rav8A,FALSE,spotify:track:0xvsgzM8AtBtRHZm5rav8A,0.169,0.476,0.816,0,0.238,-4.279,0.0347,163.847,0.469,44,237600,0.838942308,0.356269113,0.852087624,0.013049837,0.679941202,0.476590106,0.291345539
SuperStar,13602295,4275,Fearless,5eyZZoQEFQ34gergerhrh,11/11/2008,5,14Bljc3pOOG0xQX3wqhLN9,FALSE,spotify:track:14Bljc3pOOG0xQX3wqhLN9,0.367,0.61,0.531,0,0.351,-6.123,0.0239,85.979,0.228,42,261453,0.496394231,0.56116208,0.737003058,0.000899989,0.126983902,0.210468198,0.336370483
